JAN,在庫数,薬品名,棚番
4987792102289,5,セレコキシブ錠１００ｍｇ「ＪＧ」(PTP1錠),茶劇､PTPバラ
4987901016308,246,セレコックス錠１００ｍｇ(PTP1錠),茶劇
4987120246036,28,セレスタミン配合錠(PTP1錠),下袋
4987116065139,28,セレネース錠０．７５ｍｇ(PTP1錠),不動在庫
4987116066419,0,セレネース内服液０．２％(ﾊﾞﾗ1mL),散剤冷蔵庫
4987246719094,0,セレベント５０ディスカス　５０μｇ６０ブリスター(ｷｯﾄ1ｷｯﾄ),下吸入
4987136100148,1,ゼローダ錠３００　３００ｍｇ(PTP1錠),抗癌剤２
4987233100645,0,セロクエル１００ｍｇ錠(PTP1錠),""
4987925104104,74,セロケン錠２０ｍｇ(PTP1錠),茶劇
4987197422241,682,センノシド錠１２ｍｇ「セイコー」(PTP1錠),茶､PTP／バラ
4987376938006,354.2,センノシド顆粒８％「日医工」(ﾊﾞﾗ1ｇ),散剤下､バラ
4987080010111,14,ゾーミッグＲＭ錠２．５ｍｇ(ﾌﾞﾘｽﾀｰ1錠),下劇
4987080010210,0,ゾーミッグ錠２．５ｍｇ(PTP1錠),""
4987199324062,3,ソリクア配合注ソロスター(ｷｯﾄ1ｷｯﾄ),冷蔵庫､上
4987155153040,45,ソリフェナシンコハク酸塩ＯＤ錠２．５ｍｇ「トーワ」(PTP1錠),下
4987155153071,64,ソリフェナシンコハク酸塩ＯＤ錠５ｍｇ「トーワ」(PTP1錠),茶
4987350142719,9,ソルデム３Ａ輸液　５００ｍＬ(袋1袋),階段下
4987616003747,3,ゾルトファイ配合注フレックスタッチ(ｷｯﾄ1ｷｯﾄ),冷蔵庫､上
4987190063502,181,ゾルピデム酒石酸塩錠５ｍｇ「ＮＰ」(PTP1錠),茶向30
4987080292012,74,ゾルピデム酒石酸塩ＯＤ錠１０ｍｇ「サワイ」(PTP1錠),向3-30
4987770507402,930,Ｄ－ソルビトール経口液７５％「コーワ」(ﾊﾞﾗ1mL),冷蔵庫､500ML
4987057649320,71,ダーブロック錠４ｍｇ(PTP1錠),下劇
4987086250405,143,ダイアート錠３０ｍｇ(PTP1錠),茶
4987086230902,108,ダイアート錠６０ｍｇ(PTP1錠),茶､PTP／バラ
4987641077881,25,ダイアコート軟膏０．０５％(ﾁｭｰﾌﾞ5ｇ),外用下､５ｇチューブ
4987120110009,5,ダイアップ坐剤１０　１０ｍｇ(組5個),向3-14
4987086231046,74,ダイアモックス錠２５０ｍｇ(PTP1錠),下
4987271134114,147,ダイフェン配合錠(PTP1錠),下
4987155075076,57,タクロリムス錠０．５ｍｇ「トーワ」(PTP1錠),下劇
4987155076103,126,タクロリムス錠１ｍｇ「トーワ」(PTP1錠),茶劇
4987123154352,683,タケキャブ錠１０ｍｇ(PTP1錠),茶
4987123154406,656,タケキャブ錠２０ｍｇ(PTP1錠),茶
4987123140225,330,タケプロンＯＤ錠１５　１５ｍｇ(PTP1錠),茶
4987123154185,349,タケルダ配合錠(PTP1錠),茶
4987155149302,99,タダラフィルＯＤ錠２．５ｍｇＺＡ「トーワ」(PTP1錠),下
4987155149319,238,タダラフィルＯＤ錠５ｍｇＺＡ「トーワ」(PTP1錠),茶
4987128014200,223,タナトリル錠５　５ｍｇ(PTP1錠),茶
4987084130105,17.5,タプコム配合点眼液(本2.5mL),下点眼
4987084130129,30,タプロス点眼液０．００１５％(本2.5mL),茶劇点眼
4987136100254,3,タミフルカプセル７５　７５ｍｇ(PTP1Ｃ),下
4987136100315,37,タミフルドライシロップ３％(ﾊﾞﾗ1ｇ),冷蔵庫大
4987440572013,94,タムスロシン塩酸塩ＯＤ錠０．１ｍｇ「ケミファ」(PTP1錠),下
4987080772071,619,タムスロシン塩酸塩ＯＤ錠０．２ｍｇ「サワイ」(PTP1錠),茶
4987081188758,388,タモキシフェン錠１０ｍｇ「ＤＳＥＰ」(PTP1錠),抗癌剤2
4987081188802,92,タモキシフェン錠２０ｍｇ「ＤＳＥＰ」(PTP1錠),抗癌剤２
4987316128085,10,ダラシンＴゲル１％(ﾁｭｰﾌﾞ10ｇ),外用下
4987081108701,193,タリージェ錠２．５ｍｇ(PTP1錠),茶
4987081108756,353,タリージェ錠５ｍｇ(PTP1錠),茶
4987081108800,190,タリージェ錠１０ｍｇ(PTP1錠),下
4987128086078,262,タリオンＯＤ錠１０ｍｇ(PTP1錠),茶
4987084130327,49,タリビッド眼軟膏０．３％(ﾁｭｰﾌﾞ3.5ｇ),外用茶
4987274130618,35,タリビッド耳科用液０．３％　３ｍｇ(本5mL),外用茶
4987084130211,5,タリビッド点眼液０．３％(本5mL),点眼
4987123148771,1,タリムス点眼液０．１％　５ｍＬ(瓶1瓶),下点眼
4987211136529,0,タルク原末「マルイシ」(ﾊﾞﾗ1ｇ),""
4987288420033,59,炭酸水素ナトリウム(ﾊﾞﾗ1ｇ),散剤棚
4987197408146,77,炭酸ランタンＯＤ錠２５０ｍｇ「フソー」(PTP1錠),下
4987197408160,61,炭酸ランタンＯＤ錠５００ｍｇ「フソー」(PTP1錠),下
4987080125013,32,タンドスピロンクエン酸塩錠１０ｍｇ「サワイ」(PTP1錠),下劇
4987114205001,155.5,タンニン酸アルブミン「ファイザー」原末(ﾊﾞﾗ1ｇ),散剤下､バラ
4987888170376,83,チアトンカプセル５ｍｇ(PTP1Ｃ),下
4987792169206,0,チアプリド錠２５ｍｇ「ＪＧ」(PTP1錠),茶
4987813740926,41,チウラジール錠５０ｍｇ(PTP1錠),下袋
4987080329015,269,チクロピジン塩酸塩錠１００ｍｇ「サワイ」(PTP1錠),茶
4987376357111,222,チザニジン錠１ｍｇ「日医工」(PTP1錠),茶
4987084232243,25,チモプトール点眼液０．５％(本5mL),茶点眼
4987123155076,310,チラーヂンＳ錠１２．５μｇ(PTP1錠),下劇
4987123155106,334,チラーヂンＳ錠２５μｇ(PTP1錠),茶劇
4987123155137,702,チラーヂンＳ錠５０μｇ(PTP1錠),茶劇
4987123155175,150,チラーヂンＳ錠７５μｇ(PTP1錠),下劇
4987086231824,431,沈降炭酸カルシウム錠５００ｍｇ「三和」(PTP1錠),茶､PTP
4987086231848,887,沈降炭酸カルシウム錠５００ｍｇ「三和」(ﾊﾞﾗ1錠),カセット､ﾊﾞﾗ
4987116530415,97,ツイミーグ錠５００ｍｇ(PTP1錠),下
4987174186012,0,ツートラム錠５０ｍｇ(PTP1錠),返品予定箱
4987138802842,217.5,ツムラ越婢加朮湯エキス顆粒（医療用）(分包2.5ｇ),ツムラ､28
4987138800138,632.5,ツムラ葛根湯エキス顆粒（医療用）(分包2.5ｇ),ツムラ､1
4987138800237,272.5,ツムラ葛根湯加川きゅう辛夷エキス顆粒（医療用）(分包2.5ｇ),ツムラ､2
4987138813732,200,ツムラ加味帰脾湯エキス顆粒（医療用）(分包2.5ｇ),ツムラ､137
4987138802439,97.5,ツムラ加味逍遙散エキス顆粒（医療用）(分包2.5ｇ),ツムラ､24
4987138807236,150,ツムラ甘麦大棗湯エキス顆粒（医療用）(分包2.5ｇ),ツムラ､72
4987138813831,367.5,ツムラ桔梗湯エキス顆粒（医療用）(分包2.5ｇ),ツムラ､138
4987138801838,52.5,ツムラ桂枝加朮附湯エキス顆粒（医療用）(分包2.5ｇ),ツムラ､18
4987138813435,0,ツムラ桂枝加芍薬大黄湯エキス顆粒（医療用）(分包2.5ｇ),""
4987138806031,0,ツムラ桂枝加芍薬湯エキス顆粒（医療用）(分包2.5ｇ),ツムラ､60
4987138813411,0,ツムラ桂枝加芍薬大黄湯エキス顆粒（医療用）(ﾊﾞﾗ1ｇ),""
4987138804532,2.5,ツムラ桂枝湯エキス顆粒（医療用）(分包2.5ｇ),不動漢方､45
4987138802538,352.5,ツムラ桂枝茯苓丸エキス顆粒（医療用）(分包2.5ｇ),ツムラ､25
4987138810731,930,ツムラ牛車腎気丸エキス顆粒（医療用）(分包2.5ｇ),ツムラ､107
4987138806338,52.5,ツムラ五積散エキス顆粒（医療用）(分包2.5ｇ),ツムラ､63
4987138803139,472.5,ツムラ呉茱萸湯エキス顆粒（医療用）(分包2.5ｇ),ツムラ､31
4987138801739,220,ツムラ五苓散エキス顆粒（医療用）(分包2.5ｇ),ツムラ､17
4987138801234,0,ツムラ柴胡加竜骨牡蛎湯エキス顆粒（医療用）(分包2.5ｇ),ツムラ１２､12
4987138811431,198,ツムラ柴苓湯エキス顆粒（医療用）(分包3ｇ),ツムラ､114
4987138850119,490,ツムラ紫雲膏(ﾊﾞﾗ1ｇ),軟膏棚､バラ
4987138806833,825,ツムラ芍薬甘草湯エキス顆粒（医療用）(分包2.5ｇ),ツムラ､68
4987138804839,32.5,ツムラ十全大補湯エキス顆粒（医療用）(分包2.5ｇ),ツムラ､48
4987138810939,52.5,ツムラ小柴胡湯加桔梗石膏エキス顆粒（医療用）(分包2.5ｇ),不動在庫､ツムラ109
4987138801937,615,ツムラ小青竜湯エキス顆粒（医療用）(分包3ｇ),ツムラ､19
4987138803030,315,ツムラ真武湯エキス顆粒（医療用）(分包2.5ｇ),ツムラ､30
4987138809032,174,ツムラ清肺湯エキス顆粒（医療用）(分包3ｇ),ツムラ､90
4987138805331,70,ツムラ疎経活血湯エキス顆粒（医療用）(分包2.5ｇ),ツムラ､53
4987138808431,5,ツムラ大黄甘草湯エキス顆粒（医療用）(分包2.5ｇ),ツムラ､84
4987138810038,1852.5,ツムラ大建中湯エキス顆粒（医療用）(分包2.5ｇ),ツムラ､100
4987138800831,97.5,ツムラ大柴胡湯エキス顆粒（医療用）(分包2.5ｇ),ツムラ､8
4987138800817,0,ツムラ大柴胡湯エキス顆粒（医療用）(ﾊﾞﾗ1ｇ),""
4987138809131,52.5,ツムラ竹じょ温胆湯エキス顆粒（医療用）(分包2.5ｇ),不動在庫､ツムラ91
4987138804730,830,ツムラ釣藤散エキス顆粒（医療用）(分包2.5ｇ),ツムラ､47
4987138806130,287.5,ツムラ桃核承気湯エキス顆粒（医療用）(分包2.5ｇ),ツムラ､61
4987138803832,0,ツムラ当帰四逆加呉茱萸生姜湯エキス顆粒（医療用）(分包2.5ｇ),ツムラ､38
4987138802347,135,ツムラ当帰芍薬散エキス顆粒（医療用）(分包2.5ｇ),ツムラ､23
4987138810830,105,ツムラ人参養栄湯エキス顆粒（医療用）(分包3ｇ),ツムラ､108
4987138802934,540,ツムラ麦門冬湯エキス顆粒（医療用）(分包3ｇ),ツムラ､29
4987138800732,210,ツムラ八味地黄丸エキス顆粒（医療用）(分包2.5ｇ),""
4987138800718,0,ツムラ八味地黄丸エキス顆粒（医療用）(ﾊﾞﾗ1ｇ),""
4987138801630,485,ツムラ半夏厚朴湯エキス顆粒（医療用）(分包2.5ｇ),ツムラ､16
4987138803733,315,ツムラ半夏白朮天麻湯エキス顆粒（医療用）(分包2.5ｇ),ツムラ､37
4987138802040,105,ツムラ防已黄耆湯エキス顆粒（医療用）(分包2.5ｇ),ツムラ､20
4987138806239,530,ツムラ防風通聖散エキス顆粒（医療用）(分包2.5ｇ),ツムラ､62
4987138802736,102.5,ツムラ麻黄湯エキス顆粒（医療用）(分包2.5ｇ),ツムラ､27
4987138812735,45,ツムラ麻黄附子細辛湯エキス顆粒（医療用）(分包2.5ｇ),ツムラ､127
4987138807830,0,ツムラ麻杏よく甘湯エキス顆粒（医療用）(分包2.5ｇ),ツムラ､78
4987138805539,105,ツムラ麻杏甘石湯エキス顆粒（医療用）(分包2.5ｇ),ツムラ､55
4987138807816,0,ツムラ麻杏よく甘湯エキス顆粒（医療用）(ﾊﾞﾗ1ｇ),""
4987138812636,1102.5,ツムラ麻子仁丸エキス顆粒（医療用）(分包2.5ｇ),ツムラ､126
4987138805430,970,ツムラ抑肝散エキス顆粒（医療用）(分包2.5ｇ),ツムラ､54
4987138808332,70,ツムラ抑肝散加陳皮半夏エキス顆粒（医療用）(分包2.5ｇ),ツムラ､83
4987138804334,567.5,ツムラ六君子湯エキス顆粒（医療用）(分包2.5ｇ),ツムラ､43
4987138811035,0,ツムラ立効散エキス顆粒（医療用）(分包2.5ｇ),""
4987138803931,1332.5,ツムラ苓桂朮甘湯エキス顆粒（医療用）(分包2.5ｇ),ツムラ､39
4987188493724,62,ツロブテロールテープ１ｍｇ「久光」(枚1枚),外用下
4987080536628,94,ツロブテロールテープ２ｍｇ「サワイ」(枚1枚),外用茶
4987117470314,0,ティーエスワン配合ＯＤ錠Ｔ２０　２０ｍｇ（テガフール相当量）(PTP1錠),""
4987443277205,103,ディオバン錠４０ｍｇ(PTP1錠),茶
4987443277229,237,ディオバン錠８０ｍｇ(PTP1錠),茶
4987213110008,30,ディフェリンゲル０．１％(ﾁｭｰﾌﾞ15ｇ),外用下劇
4987919103038,88,ディレグラ配合錠(PTP1錠),不動在庫
4987028205609,141,デエビゴ錠２．５ｍｇ(PTP1錠),下
4987028205630,246,デエビゴ錠５ｍｇ(PTP1錠),下
4987128302291,59,テオドール錠１００ｍｇ(PTP1錠),茶
4987128302345,26,テオドール錠２００ｍｇ(PTP1錠),茶劇
4987376553513,194,デカドロン錠０．５ｍｇ(PTP1錠),下
4987376554510,68,デカドロン錠４ｍｇ(PTP1錠),下
4987792101817,0,デキサメタゾンプロピオン酸エステル軟膏０．１％「ＭＹＫ」(ﾁｭｰﾌﾞ5ｇ),""
4987170020419,60,デキサメタゾン口腔用軟膏０．１％「ＮＫ」(ﾁｭｰﾌﾞ5ｇ),外用茶､5gチューブ
4987047211186,196.5,テグレトール錠１００ｍｇ(PTP1錠),茶
4987047211209,1,テグレトール錠２００ｍｇ(PTP1錠),茶､PTP／バラ
4987060008411,94,デザレックス錠５ｍｇ(PTP1錠),下
4987114949608,0,デジレル錠２５　２５ｍｇ(PTP1錠),""
4987081243983,78,テトラミド錠１０ｍｇ(PTP1錠),下
4987081244041,0,テトラミド錠３０ｍｇ(PTP1錠),""
4987081102617,250,テネリア錠２０ｍｇ(PTP1錠),茶
4987081105915,56,テネリア錠４０ｍｇ(PTP1錠),下
4987925649209,128,テノーミン錠２５　２５ｍｇ(PTP1錠),茶
4987081103560,365,デノタスチュアブル配合錠(SP1錠),下
4987057592596,112,デパケンＲ錠１００ｍｇ(PTP1錠),下
4987057592626,275,デパケンＲ錠２００ｍｇ(PTP1錠),茶､PTP／バラ
4987057516141,0,デパケン細粒４０％(ﾊﾞﾗ1ｇ),散剤引出し
4987057537252,75,デパケンシロップ５％(ﾊﾞﾗ1mL),液剤冷蔵庫
4987057592541,80,デパケン錠１００ｍｇ(PTP1錠),下
4987128003358,637,デパス錠０．５ｍｇ(PTP1錠),茶向､PTP／バラ
4987080031710,600,テプレノンカプセル５０ｍｇ「サワイ」(PTP1Ｃ),茶
4987271044079,0,テプレノン細粒１０％「ツルハラ」(分包0.5ｇ),""
4987271044024,0,テプレノン細粒１０％「ツルハラ」(ﾊﾞﾗ1ｇ),""
4987770510501,166,デベルザ錠２０ｍｇ(PTP1錠),下
4987047210011,10,デュアック配合ゲル(ﾁｭｰﾌﾞ10ｇ),冷蔵庫大
4987443374539,17.5,デュオトラバ配合点眼液(本2.5mL),茶点眼
4987123418164,372,デュタステリドカプセル０．５ｍｇＡＶ「武田テバ」(PTP1Ｃ),茶劇
4987447255018,96,デュタステリド錠０．５ｍｇＡＶ「ＮＳ」(PTP1錠),下劇
4987155155129,496,デュロキセチン錠２０ｍｇ「トーワ」(PTP1錠),茶劇
4987155155143,117,デュロキセチン錠３０ｍｇ「トーワ」(PTP1錠),下劇
4987476112115,12,テラマイシン軟膏（ポリミキシンＢ含有）(ﾁｭｰﾌﾞ25ｇ),軟膏棚､25gチューブ（
4987190067609,381,テラムロ配合錠ＡＰ「ニプロ」(PTP1錠),茶劇､PTP／バラ
4987190067708,445,テラムロ配合錠ＢＰ「ニプロ」(PTP1錠),茶劇
4987224087399,1,テリパラチドＢＳ皮下注キット６００μｇ「モチダ」(ｷｯﾄ1ｷｯﾄ),冷蔵庫上
4987153090682,5,テリボン皮下注２８．２μｇオートインジェクター(ｷｯﾄ1ｷｯﾄ),冷蔵庫上
4987246783026,4,テリルジー１００エリプタ３０吸入用(ｷｯﾄ1ｷｯﾄ),下吸入
4987246783033,1,テリルジー２００エリプタ３０吸入用(ｷｯﾄ1ｷｯﾄ),下吸入
4987080681212,117,テルチア配合錠ＡＰ「サワイ」(PTP1錠),下
4987047211292,217,テルネリン顆粒０．２％(ﾊﾞﾗ1ｇ),散剤棚
4987047211247,247,テルネリン錠１ｍｇ(PTP1錠),茶
4987080036210,140,テルビナフィン塩酸塩外用液１％「サワイ」(本10ｇ),外用下
4987312222176,10,デルマクリンクリーム１％(ﾁｭｰﾌﾞ10ｇ),外用下
4987060307569,273,テルミサルタン錠２０ｍｇ「杏林」(PTP1錠),茶
4987792221614,0,テルミサルタン錠４０ｍｇ「ＪＧ」(PTP1錠),茶
4987376001809,305,テルミサルタン錠４０ｍｇ「日医工」(PTP1錠),茶
4987020016265,0,デルモゾールＤＰ軟膏０．０６４％(ﾁｭｰﾌﾞ5ｇ),""
4987350029515,26,テルモ糖注５％　１００ｍＬ(袋1袋),""
4987246706179,40,デルモベートスカルプローション０．０５％(本10ｇ),外用下劇
4987246706148,60,デルモベート軟膏０．０５％(ﾁｭｰﾌﾞ5ｇ),外用茶劇､5gチューブ
4987699056418,48,テレミンソフト坐薬１０ｍｇ(組5個),冷蔵庫大
4987376613408,807,トアラセット配合錠「日医工」(PTP1錠),茶劇
4987060308399,0,トアラセット配合錠「杏林」(PTP1錠),茶劇
4987792288518,304,ドキサゾシン錠１ｍｇ「ＮＰ」(PTP1錠),茶
4987376245005,68.3,ドグマチール細粒１０％(ﾊﾞﾗ1ｇ),散剤棚劇
4987155112122,626,トコフェロールニコチン酸エステルカプセル１００ｍｇ「トーワ」(PTP1Ｃ),茶､PTP／バラ
4987376056212,0,トコフェロールニコチン酸エステルカプセル２００ｍｇ「日医工」(PTP1Ｃ),""
4987497295316,5,トスフロ点眼液０．３％(本5mL),下点眼
4987190026101,60,ドネペジル塩酸塩ＯＤ錠３ｍｇ「ＮＰ」(PTP1錠),茶劇
4987190026200,154,ドネペジル塩酸塩ＯＤ錠５ｍｇ「ＮＰ」(PTP1錠),茶劇
4987080208013,0,ドネペジル塩酸塩ＯＤ錠１０ｍｇ「サワイ」(PTP1錠),下劇
4987376404617,672,ドパコール配合錠Ｌ１００(PTP1錠),茶
4987376404518,428,ドパコール配合錠Ｌ５０(PTP1錠),下
4987114121103,179,トビエース錠４ｍｇ(PTP1錠),茶
4987058307038,33,トピラマート錠１００ｍｇ「アメル」(PTP1錠),下
4987116010078,257,ドプスＯＤ錠１００ｍｇ(PTP1錠),茶
4987116010092,126,ドプスＯＤ錠２００ｍｇ(PTP1錠),茶
4987057602974,60,ドボベット軟膏(ﾁｭｰﾌﾞ15ｇ),外用下劇､15gチューブ
4987188498842,90,ドラール錠２０　２０ｍｇ(PTP1錠),向3-30
4987142431014,246.5,トラセミドＯＤ錠４ｍｇ「ＴＥ」(PTP1錠),茶
4987413870511,326.5,トラゼンタ錠５ｍｇ(PTP1錠),茶､PTP／バラ
4987058012284,140,トラゾドン塩酸塩錠２５ｍｇ「アメル」(PTP1錠),""
4987413880510,67,トラディアンス配合錠ＡＰ(PTP1錠),下
4987155022209,0,トラニラストカプセル１００ｍｇ「トーワ」(PTP1Ｃ),下
4987153095182,37,トラネキサム酸カプセル２５０ｍｇ「旭化成」(PTP1Ｃ),茶
4987443374522,12.5,トラバタンズ点眼液０．００４％(本2.5mL),冷蔵庫大
4987028203063,317,トラベルミン配合錠(PTP1錠),茶
4987173018550,155,トラマールＯＤ錠２５ｍｇ(PTP1錠),茶劇
4987173018581,0,トラマールＯＤ錠５０ｍｇ(PTP1錠),""
4987274083389,20,トラマゾリン点鼻液０．１１８％「ＡＦＰ」(ﾊﾞﾗ1mL),液剤冷蔵庫､100ml瓶
4987224090009,259,トラムセット配合錠(PTP1錠),茶劇
4987233182580,140,トランコロン錠７．５ｍｇ(PTP1錠),不動在庫
4987081153657,181,トランサミン錠２５０ｍｇ(PTP1錠),茶
4987274057199,388,トリクロリールシロップ１０％(ﾊﾞﾗ1mL),液剤冷蔵庫､500ml瓶
4987190016300,91,トリクロルメチアジド錠１ｍｇ「ＮＰ」(PTP1錠),茶
4987190016409,237,トリクロルメチアジド錠２ｍｇ「ＮＰ」(PTP1錠),茶
4987376554213,441.5,トリプタノール錠１０　１０ｍｇ(PTP1錠),茶
4987123154581,111,トリンテリックス錠１０ｍｇ(PTP1錠),下劇
4987123158978,118,トリンテリックス錠２０ｍｇ(PTP1錠),下劇
4987084136206,35,トルソプト点眼液０．５％(本5mL),下点眼
4987142701018,109,ドルナー錠２０μｇ(PTP1錠),下劇
4987035622314,219.5,トルバプタンＯＤ錠７．５ｍｇ「オーツカ」(PTP1錠),茶劇
4987497304117,15,ドルモロール配合点眼液「ニットー」(本5mL),下点眼
4987116290029,13,トルリシティ皮下注０．７５ｍｇアテオス　０．５ｍＬ(ｷｯﾄ1ｷｯﾄ),冷蔵庫上
4987616003167,10,トレシーバ注　フレックスタッチ　３００単位(ｷｯﾄ1ｷｯﾄ),冷蔵庫上
4987641074293,9,ドレニゾンテープ４μｇ／ｃｍ２　０．３ｍｇ７．５ｃｍ×１０ｃｍ(枚1),外用下袋
4987116010634,39,トレリーフＯＤ錠５０ｍｇ(PTP1錠),下劇
4987407139204,31,トロキシピド錠１００ｍｇ「オーハラ」(PTP1錠),下
4987080103417,79,ドンペリドン錠５ｍｇ「サワイ」(PTP1錠),下
4987060309822,337,ドンペリドン錠１０ｍｇ「杏林」(PTP1錠),茶
4987813705130,126,ナイキサン錠１００ｍｇ(PTP1錠),下劇
4987057581798,150,ナウゼリンＯＤ錠１０　１０ｍｇ(PTP1錠),茶
4987057080345,5,ナウゼリン坐剤３０　３０ｍｇ(組5個),外用下
4987057537306,0,ナウゼリンドライシロップ１％(ﾊﾞﾗ1ｇ),""
4987047310919,10,ナジフロキサシンクリーム１％「ＳＵＮ」(ﾁｭｰﾌﾞ10ｇ),下
4987060008862,12,ナゾネックス点鼻液５０μｇ５６噴霧用　５ｍｇ１０ｇ(瓶1瓶),下点鼻､５６噴霧
4987116176514,222,ナトリックス錠１　１ｍｇ(PTP1錠),茶
4987641077614,200,ナパゲルンクリーム３％(ﾁｭｰﾌﾞ25ｇ),抗癌剤の隣
4987641077621,850,ナパゲルンローション３％(本50mL),抗癌剤の隣
4987080540113,187,ナフトピジルＯＤ錠２５ｍｇ「サワイ」(PTP1錠),茶
4987080541110,184,ナフトピジルＯＤ錠５０ｍｇ「サワイ」(PTP1錠),茶
4987080542117,189,ナフトピジルＯＤ錠７５ｍｇ「サワイ」(PTP1錠),茶
4987188425114,425,ナボールゲル１％(ﾁｭｰﾌﾞ25ｇ),外用下
4987071164014,26,ナラトリプタン錠２．５ｍｇ「ＫＯ」(PTP1錠),不動在庫
4987197514106,90,ナルフラフィン塩酸塩ＯＤ錠２．５μｇ「フソー」(PTP1錠),茶劇
4987672853461,30,ニゾラールクリーム２％(ﾁｭｰﾌﾞ10ｇ),外用下
4987020018955,40,ニゾラールローション２％(本10ｇ),外用下
4987792112813,118,ニトラゼパム錠１０ｍｇ「ＪＧ」(PTP1錠),向3-90
4987028242864,42,ニトロールＲカプセル２０ｍｇ(PTP1Ｃ),茶､みんくす出品予定
4987028242673,73,ニトロール錠５ｍｇ(PTP1錠),茶
4987047211308,146,ニトロダームＴＴＳ２５ｍｇ　１０ｃｍ２(枚1枚),外用下劇
4987170006451,45,ニトロペン舌下錠０．３ｍｇ(SP1錠),茶劇
4987080400011,12,ニフェジピンカプセル５ｍｇ「サワイ」(PTP1Ｃ),不動在庫
4987080551119,392,ニフェジピンＣＲ錠１０ｍｇ「サワイ」(PTP1錠),茶劇
4987155103069,1020,ニフェジピンＣＲ錠２０ｍｇ「トーワ」(PTP1錠),茶劇､PTP
4987080556114,176,ニフェジピンＣＲ錠４０ｍｇ「サワイ」(PTP1錠),茶劇､PTP／バラ
4987155103076,396,ニフェジピンＣＲ錠２０ｍｇ「トーワ」(ﾊﾞﾗ1錠),カセット､バラ
4987155166071,91,ニフェジピンＬ錠１０ｍｇ「トーワ」(PTP1錠),下劇
4987155167078,216,ニフェジピンＬ錠２０ｍｇ「トーワ」(PTP1錠),下劇
4987128026692,79,ニフラン錠７５ｍｇ(PTP1錠),下劇
4987123147682,125,ニフラン点眼液０．１％(本5mL),茶点眼
4987288492252,91,乳酸カルシウム水和物「ヨシダ」(ﾊﾞﾗ1ｇ),散剤下
4987288620259,436.3,乳糖水和物「ヨシダ」(ﾊﾞﾗ1ｇ),散剤棚
4987035521013,18,ニュープロパッチ４．５ｍｇ(枚1枚),外用下劇
4987120116506,13,ニューレプチル錠１０ｍｇ(PTP1錠),下
4987954807663,39,ニューロタン錠２５ｍｇ(PTP1錠),下
4987954807700,94,ニューロタン錠５０ｍｇ(PTP1錠),茶
4987047110854,0,尿素クリーム１０％「ＳＵＮ」(ﾁｭｰﾌﾞ20ｇ),""
4987316135601,0,ネイリンカプセル１００ｍｇ(PTP1Ｃ),下
4987443277434,140,ネオーラル２５ｍｇカプセル(PTP1Ｃ),下劇
4987188419090,7,ネオキシテープ７３．５ｍｇ(枚7枚),外用下
4987734156011,80,ネオステリングリーンうがい液０．２％(本40mL),外用下
4987114941404,36,ネオメドロールＥＥ軟膏(ﾁｭｰﾌﾞ3ｇ),外用茶
4987650705102,495,ネキシウムカプセル１０ｍｇ(PTP1Ｃ),茶
4987650706109,399,ネキシウムカプセル２０ｍｇ(PTP1Ｃ),茶
4987650706505,221,ネキシウムカプセル２０ｍｇ(ﾊﾞﾗ1Ｃ),カセット
4987650707106,11,ネキシウム懸濁用顆粒分包１０ｍｇ(分包1包),散剤引出し
4987123149402,62,ネシーナ錠２５ｍｇ(PTP1錠),茶
4987443374508,10,ネバナック懸濁性点眼液０．１％(本5mL),下点眼
4987919102031,10,ネリゾナ軟膏０．１％(ﾁｭｰﾌﾞ5ｇ),外用下劇
4987919102154,50,ネリプロクト坐剤(組7個),冷蔵庫
4987919102123,30,ネリプロクト軟膏(ﾁｭｰﾌﾞ2ｇ),外用下劇
4987274129148,128,ノイエルカプセル２００ｍｇ(PTP1Ｃ),茶
4987174111311,1624,ノイロトロピン錠４単位(PTP1錠),茶
4987919100204,60,ノイロビタン配合錠(PTP1錠),""
4987867410738,0,ノバクトＭ静注用２０００単位　２０００単位（溶解液付）(瓶1瓶),倉庫
4987058201039,32,ノバミン錠５ｍｇ(PTP1錠),下
4987846101510,138,ノベルジン錠２５ｍｇ(PTP1錠),下劇
4987846101619,102,ノベルジン錠５０ｍｇ(PTP1錠),下劇
4987616003242,9,ノボラピッド注　フレックスタッチ　３００単位(ｷｯﾄ1ｷｯﾄ),冷蔵庫
4987616001712,9,ノボラピッド３０ミックス注　フレックスペン　３００単位(ｷｯﾄ1ｷｯﾄ),冷蔵庫
4987616001583,3,ノボリン３０Ｒ注フレックスペン　３００単位(ｷｯﾄ1ｷｯﾄ),冷蔵庫
4987616001576,3,ノボリンＲ注フレックスペン　３００単位(ｷｯﾄ1ｷｯﾄ),冷蔵庫下
4987116062039,0,ノリトレン錠１０ｍｇ(PTP1錠),下劇袋
4987116062336,0,ノリトレン錠２５ｍｇ(PTP1錠),下劇袋
4987906040018,2,ノルスパンテープ５ｍｇ(枚1枚),向2-14　
4987901009607,470,ノルバスクＯＤ錠５ｍｇ(PTP1錠),茶劇
4987901010009,364,ノルバスクＯＤ錠５ｍｇ(ﾊﾞﾗ1錠),カセット
4987901010108,200,ノルバスクＯＤ錠１０ｍｇ(PTP1錠),下劇
4987650617405,194,ノルバデックス錠１０ｍｇ(PTP1錠),抗癌剤2
